Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_MBC,5_SBS.YTN,6_공항철도디지털미디어시티역,7_디지털미디어시티역,8_청구아파트.참누리아파트,9_중동현대아파트,10_가좌행복주택.건영월드컵아파트,11_가좌역,12_월드컵아이파크,13_성산2교,14_성미약수터,15_경성중고.홍대부속여중고입구,16_성서초등학교,17_망원시장.망원동월드컵시장입구,18_기업은행서교동지점(최규하대통령가옥),19_성산초등학교입구,20_마포한강푸르지오,21_합정역,22_서울화력발전소입구,23_상수역,24_월드메르디앙아파트,25_한강밤섬자이아파트,26_서강해모로아파트,27_신수중학교,28_한국출판콘텐츠센터,29_신석초등학교,30_용강동주민센터,31_마포대교입구,32_마포역,33_공덕역,34_아현동주민센터,35_마포경찰서,36_아현초등학교,37_아현동가구단지,38_종근당.충정로역,39_한국경제신문사.서소문역사공원,40_서울역버스환승센터,41_남대문시장.회현역,42_남대문시장.회현역,43_한국경제신문사.서소문역사공원,44_충정로역2호선,45_아현초등학교,46_마포경찰서,47_아현동주민센터,48_공덕역,49_마포역,50_용강동입구,51_용강동주민센터,52_신석초등학교,53_래미안웰스트림아파트,54_신수중학교,55_서강해모로아파트,56_한강밤섬자이아파트,57_월드메르디앙아파트,58_상수역,59_서울화력발전소입구,60_합정역,61_메세나폴리스,62_성산초등학교입구,63_기업은행서교동지점(최규하대통령가옥),64_망원시장.망원동월드컵시장입구,65_성서초등학교,66_경성중고.홍대부속여중고입구,67_성미약수터,68_성산2교,69_월드컵아이파크,70_가좌역1번출구,71_가좌행복주택.건영월드컵아파트,72_중동현대아파트,73_청구아파트.참누리아파트,74_디지털미디어시티역,75_공항철도디지털미디어시티역,76_SBS.YTN,77_MBC,78_DMC첨단산업센터,79_덕은교.은평차고지앞,80_은평공영차고지(가상)
2022-04-08 17:00:00,0,1,43,62,57,25,11,11,11,9,9,8,7,9,11,11,12,13,10,14,17,14,10,9,7,0,9,10,9,8,6,7,5,5,6,7,8,13,16,2,1,15,16,14,15,15,13,12,11,11,13,13,13,14,14,16,17,12,15,14,22,18,17,22,22,19,17,16,2,12,10,7,5,5,4,2,3,2,0,0
2022-04-08 18:00:00,0,1,32,57,55,23,9,10,8,6,5,0,12,11,12,14,13,14,13,13,19,18,18,16,15,14,10,13,11,8,8,11,9,13,15,13,11,6,11,4,3,11,15,20,21,20,20,19,22,22,19,16,13,12,12,14,13,11,15,11,14,12,15,14,15,14,10,9,18,21,18,17,16,14,13,10,9,8,2,0
2022-04-08 19:00:00,0,1,12,14,15,9,8,6,4,6,10,12,10,12,8,9,10,11,14,13,20,21,20,15,11,9,9,10,9,7,8,11,9,9,8,9,9,10,12,6,3,3,3,9,0,8,9,7,12,20,17,17,15,7,16,17,0,12,13,14,11,11,12,11,7,4,5,7,6,4,0,4,3,2,0,0,1,0,1,0
2022-04-08 20:00:00,1,0,5,8,7,7,5,3,4,3,3,0,4,0,3,5,6,6,4,8,8,8,3,7,7,0,6,4,3,4,0,3,6,8,7,3,5,0,6,2,3,6,5,4,5,6,7,7,10,11,6,15,16,15,15,15,8,15,14,10,15,14,3,8,8,7,5,8,7,5,4,4,3,2,1,0,0,0,0,0
2022-04-08 21:00:00,0,1,6,7,8,8,6,5,5,4,0,0,6,7,8,10,9,11,12,13,15,14,12,10,8,7,8,10,5,5,3,3,2,1,3,0,0,2,0,3,2,4,3,6,4,4,3,2,5,4,6,7,7,8,7,5,0,7,8,5,10,9,13,13,7,5,13,11,9,7,4,3,0,2,0,1,0,0,0,0
2022-04-08 22:00:00,0,0,3,2,5,4,2,0,0,0,4,0,2,0,2,3,8,9,10,9,10,10,7,0,10,11,12,12,13,13,8,6,8,3,10,4,0,7,3,1,0,1,2,1,1,0,0,3,5,6,6,0,4,7,8,9,0,10,11,10,13,12,15,11,10,9,7,9,7,5,4,2,0,3,6,2,1,0,1,0
2022-04-08 23:00:00,0,1,0,1,3,1,0,2,0,0,1,2,3,0,4,0,8,9,4,7,7,12,14,5,12,11,6,4,5,2,3,2,5,0,5,4,0,6,0,1,0,2,3,5,5,6,0,3,6,4,4,3,0,3,4,3,0,6,7,8,7,0,6,7,5,8,6,5,4,4,3,6,0,4,5,3,2,1,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,3,0,1,0,0,0,1,3,7,6,5,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,2,0,3,4,0,4,5,0,2,0,1,0,0,2,0,0,0,1,0,1,1,3,3,0,5,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022-04-09 07:00:00,1,0,2,4,0,2,1,0,0,0,0,0,2,1,1,1,0,0,1,0,3,0,2,0,1,0,0,3,4,5,6,5,5,6,5,2,4,4,0,2,0,1,0,1,0,3,0,4,1,2,5,2,3,0,0,3,0,0,1,2,2,3,0,4,0,3,2,1,0,3,2,0,0,2,0,0,0,2,1,0
2022-04-09 08:00:00,0,0,2,5,4,4,2,0,2,3,2,1,3,3,3,4,4,5,3,2,4,0,4,5,2,6,5,7,6,7,4,2,6,6,11,10,5,4,5,3,1,1,1,2,2,3,4,4,4,0,4,3,3,2,4,4,0,6,1,4,2,1,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0
2022-04-09 09:00:00,0,1,2,4,1,2,2,0,3,3,3,4,8,7,5,9,7,0,5,8,7,7,7,8,9,0,5,9,9,9,7,6,0,10,11,13,9,15,15,8,0,0,1,3,4,3,2,0,4,0,2,3,9,11,0,12,11,10,1,7,0,6,5,4,5,0,2,4,0,3,2,5,2,3,6,4,0,0,0,0
2022-04-09 10:00:00,0,0,1,3,2,2,0,0,1,4,7,8,8,15,16,17,13,14,13,11,9,7,5,3,4,2,0,10,9,10,9,12,12,14,10,13,15,9,0,7,0,2,0,2,9,12,10,11,11,0,1,2,3,3,4,0,0,0,6,3,5,4,3,4,0,3,0,3,4,0,0,5,4,5,6,5,3,0,0,0
2022-04-09 11:00:00,0,0,3,4,3,2,3,3,4,3,5,7,10,11,10,9,9,10,0,9,8,5,6,0,6,0,0,7,9,12,7,6,7,11,13,14,13,15,13,13,2,10,3,11,3,4,0,0,6,0,9,9,11,8,0,10,9,10,9,7,7,0,8,7,0,1,7,8,2,4,0,3,0,2,3,2,1,0,0,0
2022-04-09 12:00:00,0,0,0,1,4,5,0,8,10,5,9,0,13,19,21,22,19,21,21,14,14,10,12,10,11,4,10,13,12,12,0,13,12,11,12,14,12,10,0,8,1,6,7,8,9,10,9,8,7,9,7,7,8,8,0,11,10,9,8,9,0,5,10,9,8,9,6,3,2,3,4,5,7,6,3,0,1,0,0,0
2022-04-09 13:00:00,1,2,0,6,0,7,5,4,0,1,2,4,8,10,5,4,13,6,12,16,14,0,12,12,11,11,11,20,22,19,17,16,19,18,16,17,0,18,18,13,1,6,7,7,6,8,5,6,9,0,10,9,10,0,0,14,12,10,15,14,15,14,0,9,8,3,3,4,3,1,4,5,4,2,4,0,1,2,0,0
2022-04-09 14:00:00,3,0,4,6,3,6,2,0,6,7,6,0,7,10,10,12,15,18,17,14,16,14,17,0,8,10,8,9,11,8,7,9,8,10,11,15,17,15,8,10,0,6,5,5,5,7,0,6,7,6,6,7,6,5,6,0,2,8,9,7,8,4,6,6,5,4,5,6,5,10,9,10,0,9,10,8,1,0,0,0
2022-04-09 15:00:00,0,1,2,4,0,5,5,3,4,6,0,0,10,11,10,12,9,11,12,11,14,11,10,18,16,15,10,10,11,10,11,11,10,11,15,16,18,0,0,7,1,13,13,8,9,5,3,5,6,10,10,10,15,17,0,10,0,17,15,5,10,7,8,13,0,12,0,12,4,10,5,6,2,2,0,3,2,0,0,0
2022-04-09 16:00:00,2,3,5,15,15,9,9,8,6,8,0,9,8,0,13,9,6,8,6,4,11,11,13,6,12,5,14,17,18,17,10,18,17,10,17,17,18,20,18,10,2,14,9,12,11,13,11,12,15,16,15,16,17,19,18,20,17,18,17,12,16,17,17,17,15,15,13,9,0,5,0,2,0,0,1,0,0,3,0,0
2022-04-09 17:00:00,0,1,0,3,4,4,5,4,4,4,0,0,8,6,0,8,14,17,18,17,16,17,15,13,12,10,7,10,9,9,7,12,12,10,9,8,7,7,7,3,1,15,16,14,16,21,15,16,15,12,16,17,23,25,0,26,0,12,11,11,14,12,15,9,10,10,10,7,0,6,6,6,7,8,9,2,4,0,3,0
2022-04-09 18:00:00,0,0,0,5,4,7,8,0,9,7,8,9,9,0,12,13,12,12,12,10,13,15,17,14,16,0,18,16,15,13,6,14,16,17,13,12,0,11,0,2,0,4,15,10,12,18,16,9,13,10,10,8,10,12,7,0,25,17,15,11,15,12,14,15,14,0,12,11,6,11,12,9,7,7,5,4,3,2,0,0
2022-04-09 19:00:00,1,3,0,0,0,4,3,0,2,3,0,0,4,7,9,4,6,0,3,8,15,10,8,7,9,3,7,8,5,8,4,3,2,3,5,6,10,9,9,3,1,4,4,3,2,13,13,10,12,0,16,15,13,11,13,0,13,11,9,8,12,11,12,13,12,11,9,8,4,7,4,5,0,1,5,4,2,1,0,0
2022-04-09 20:00:00,1,0,0,5,1,5,5,5,4,0,2,0,4,0,2,4,5,9,0,4,7,6,6,0,7,0,5,3,0,2,1,8,0,10,13,0,9,3,0,2,0,2,0,3,0,0,3,0,3,4,3,1,0,5,0,7,8,10,0,10,12,11,12,18,15,14,12,13,5,3,1,0,0,5,5,0,1,3,1,0
2022-04-09 21:00:00,0,0,2,4,3,3,4,3,0,5,3,0,4,3,0,3,3,0,2,4,6,0,6,7,0,4,4,5,0,0,0,2,0,4,0,5,4,0,3,2,0,3,0,4,3,5,4,6,0,0,5,6,7,4,4,3,0,3,5,5,7,0,0,8,7,6,6,5,4,10,6,5,4,0,3,0,2,0,0,0
2022-04-09 22:00:00,0,0,1,2,2,3,4,3,1,2,4,0,0,2,0,5,4,5,4,0,12,14,5,4,12,9,5,6,3,5,2,14,13,0,13,11,9,8,0,2,6,0,0,5,5,3,3,0,4,5,4,3,4,0,5,0,0,6,8,11,14,15,12,17,18,0,14,11,0,8,7,0,0,6,5,4,2,0,1,0
2022-04-09 23:00:00,0,0,0,0,1,0,2,0,0,1,2,0,0,0,3,0,0,0,0,1,4,6,9,8,0,0,7,7,0,0,2,4,1,2,0,1,0,0,0,0,0,1,0,3,4,3,3,4,4,3,5,3,4,5,1,6,3,8,0,11,12,11,11,10,0,5,0,8,5,4,5,2,0,0,0,0,3,0,1,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 06:00:00,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-10 07:00:00,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0
2022-04-10 08:00:00,0,1,2,0,0,1,1,4,3,3,0,0,2,4,0,4,4,0,5,4,3,0,4,0,0,0,0,4,3,2,0,0,0,3,2,3,3,6,0,2,0,0,0,1,1,1,2,0,0,0,0,3,2,3,0,0,4,3,2,1,3,0,1,1,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0
2022-04-10 09:00:00,0,1,3,4,3,1,2,1,2,2,0,4,3,6,0,8,7,0,0,8,3,3,0,3,4,0,2,6,8,6,5,7,10,11,12,10,9,9,0,6,1,2,0,4,5,3,2,0,0,0,2,3,4,5,0,7,0,7,6,3,4,3,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2022-04-10 10:00:00,0,1,0,6,0,4,2,0,4,3,5,6,5,7,6,5,6,5,6,5,9,5,8,0,5,7,6,7,9,6,2,6,8,6,5,6,5,9,10,7,3,4,3,0,0,0,4,2,1,0,0,5,5,6,6,7,5,8,7,7,6,0,7,9,0,4,2,0,0,0,3,6,4,4,4,1,0,0,1,0
2022-04-10 11:00:00,0,0,2,4,3,1,0,2,3,5,6,10,13,7,8,14,12,6,10,7,4,4,0,3,2,0,1,2,5,6,5,7,0,10,11,10,13,12,8,8,2,2,4,2,3,1,7,4,7,0,5,7,8,5,0,0,0,0,3,2,2,0,3,3,1,2,0,0,1,0,3,2,1,1,2,0,0,0,0,0
2022-04-10 12:00:00,0,0,2,6,1,8,6,4,5,5,0,6,13,14,16,16,11,13,14,10,8,7,5,0,4,0,4,5,0,0,4,7,0,4,5,6,0,7,8,2,0,2,1,3,4,6,0,2,6,7,6,7,14,19,20,6,0,23,22,20,19,18,17,19,13,12,11,7,4,5,10,12,10,8,8,7,4,3,1,0
2022-04-10 13:00:00,1,3,2,5,4,3,0,0,2,7,0,8,9,10,0,13,7,13,12,11,13,13,14,11,15,10,16,13,14,16,15,14,11,11,9,9,8,8,0,7,1,2,3,3,3,2,0,0,3,4,5,0,6,11,0,12,10,10,7,9,12,11,7,8,8,0,6,0,4,2,6,7,0,3,8,3,1,0,0,0
2022-04-10 14:00:00,0,0,1,5,0,1,0,2,3,6,0,0,9,10,11,0,16,17,15,10,13,8,7,5,6,5,0,6,7,5,5,12,11,12,15,15,4,13,15,7,0,4,5,6,4,6,0,5,4,6,5,7,10,9,0,11,0,11,7,6,10,9,8,9,0,3,7,4,2,2,3,6,5,4,4,0,1,0,0,0
2022-04-10 15:00:00,0,0,2,4,3,10,11,10,12,13,11,13,14,0,15,16,16,0,15,6,6,4,4,0,5,0,4,4,4,3,2,4,0,4,6,5,7,7,0,1,2,7,5,6,7,10,11,10,11,13,11,12,11,14,0,16,0,14,8,8,9,4,9,9,7,5,5,2,0,0,3,0,0,4,3,0,0,0,1,0
2022-04-10 16:00:00,0,0,0,6,7,6,5,6,5,2,4,5,7,0,8,16,17,22,21,22,15,10,10,7,8,0,5,2,5,3,0,4,7,10,10,8,8,9,6,2,2,5,0,6,7,9,9,8,15,16,17,15,13,0,10,12,13,14,9,13,14,0,13,10,8,6,0,4,3,0,1,4,0,3,5,1,4,0,0,0
2022-04-10 17:00:00,0,0,0,0,4,0,0,0,5,7,8,0,7,4,6,8,11,11,12,14,20,19,15,10,0,11,9,7,4,4,5,8,6,5,12,5,11,12,14,3,2,9,3,7,8,9,11,10,9,0,11,9,9,13,16,16,17,10,9,8,9,9,8,8,0,6,1,5,2,2,3,1,0,2,3,2,1,0,0,0
2022-04-10 18:00:00,0,0,4,6,0,8,5,4,5,0,8,0,10,4,12,12,11,4,0,0,9,11,13,11,13,14,12,12,12,11,10,7,8,9,6,4,5,4,3,2,1,6,4,8,7,10,0,5,13,14,14,9,11,15,8,12,14,11,9,9,13,12,13,12,13,8,12,10,9,8,5,4,0,5,6,4,2,0,0,0
2022-04-10 19:00:00,4,0,0,1,0,2,3,0,2,3,0,0,0,0,0,4,11,13,8,13,16,15,16,11,14,14,12,10,11,7,10,9,10,0,8,9,1,7,0,3,2,6,0,5,0,7,8,0,7,7,9,10,9,7,0,0,6,8,8,9,11,7,6,10,11,13,0,11,10,7,6,0,5,5,10,6,5,2,1,0
2022-04-10 20:00:00,0,1,1,4,4,4,3,0,0,0,0,0,0,0,2,1,3,6,8,9,11,1,0,0,0,4,0,5,1,0,0,6,4,4,6,5,3,2,4,1,0,4,0,0,3,0,5,4,5,6,5,1,5,0,0,4,0,3,6,5,8,9,8,4,3,5,4,2,0,1,3,0,2,3,4,0,0,0,0,0
2022-04-10 21:00:00,0,0,0,3,0,3,3,2,2,1,0,0,2,12,13,0,13,0,0,3,5,6,8,10,9,0,7,2,5,2,4,4,5,6,5,4,5,0,0,2,1,2,3,6,7,6,3,7,8,9,8,6,0,0,4,0,0,4,7,8,11,8,9,7,0,6,3,3,0,6,5,4,0,0,2,3,2,0,0,0
2022-04-10 22:00:00,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,11,14,2,6,0,5,6,5,4,2,3,0,3,4,0,3,5,0,3,2,2,3,4,0,3,1,2,0,0,6,6,7,8,5,0,4,5,0,7,0,6,11,12,10,12,11,10,0,0,9,7,5,1,0,3,6,0,4,2,1,0
2022-04-10 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,4,5,0,3,2,0,0,0,1,0,1,0,3,0,2,1,0,0,0,1,0,0,0,1,2,2,0,3,5,1,5,4,5,1,4,0,2,5,5,4,6,0,13,8,9,8,7,4,3,2,0,2,0,0,1,0,1,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,3,7,8,3,7,8,0,7,0,6,0,8,10,9,7,6,4,0,5,0,7,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 06:00:00,0,1,0,1,0,1,0,2,4,3,3,2,4,5,4,5,6,0,0,4,7,6,0,7,6,0,4,4,6,7,3,6,5,6,6,8,9,11,10,3,0,2,0,0,0,0,0,0,2,0,4,3,4,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,6,8,4,4,3,2,1,0,0
2022-04-11 07:00:00,1,1,0,4,4,5,4,0,8,9,7,6,1,7,1,0,11,12,4,8,12,5,12,11,7,7,7,8,10,11,8,7,6,8,8,12,13,13,12,7,0,1,1,1,1,2,1,0,5,0,6,9,11,7,0,9,10,0,11,4,3,12,13,0,2,0,1,3,0,5,6,0,0,7,4,4,3,1,0,0
2022-04-11 08:00:00,0,3,3,10,7,10,8,8,8,9,9,11,9,10,14,16,14,15,13,13,11,11,10,9,6,9,7,10,14,13,10,12,15,22,22,26,31,28,25,9,1,3,1,11,8,13,13,12,10,8,8,6,6,8,0,9,9,10,12,6,5,6,4,7,6,8,9,10,11,17,24,26,26,38,37,34,16,0,0,0
2022-04-11 09:00:00,0,2,1,5,4,6,4,5,6,7,9,10,8,9,10,11,9,7,10,8,8,7,6,5,4,4,6,8,13,12,0,14,15,8,14,15,15,14,6,11,0,2,2,3,2,4,4,0,8,7,9,8,9,7,6,8,0,7,6,6,7,7,7,8,0,6,5,7,0,8,9,11,0,19,28,26,15,1,0,0
2022-04-11 10:00:00,0,1,3,5,3,3,0,4,4,0,5,4,5,6,7,7,4,4,3,4,7,6,0,1,2,0,1,0,2,2,1,6,4,5,7,8,10,11,10,9,0,1,2,3,4,4,2,1,3,4,3,6,5,10,11,3,6,10,9,8,6,7,6,6,5,2,5,4,0,6,5,8,9,10,9,6,2,0,1,0
2022-04-11 11:00:00,0,0,1,0,1,2,0,1,6,5,3,4,6,7,10,0,10,7,0,8,8,6,6,5,7,4,6,8,7,9,8,6,4,7,11,0,0,9,10,8,1,6,0,4,5,2,0,1,2,0,0,3,4,5,1,2,5,4,0,3,1,0,2,0,3,0,2,1,0,0,0,2,3,4,3,0,1,1,0,0
2022-04-11 12:00:00,0,2,1,7,8,9,7,0,1,7,9,10,7,6,8,9,9,10,4,7,7,6,7,8,4,0,5,9,10,8,10,8,3,13,3,7,8,14,14,6,2,3,0,2,4,4,5,4,5,2,3,3,8,7,0,0,6,8,8,7,12,2,7,6,0,3,3,0,2,1,3,5,0,4,8,5,3,0,0,0
2022-04-11 13:00:00,0,0,0,2,4,3,1,4,4,5,5,6,6,0,6,8,6,6,5,6,7,5,0,6,9,1,8,11,4,9,5,4,3,0,5,0,6,4,3,2,0,3,0,6,5,6,4,5,8,8,10,7,7,11,12,12,0,11,10,7,8,6,4,4,2,0,3,2,0,3,5,2,1,1,3,2,1,1,0,0
2022-04-11 14:00:00,0,0,4,1,2,4,5,4,2,3,4,0,5,6,7,5,8,9,7,9,9,9,8,8,10,0,9,8,8,9,6,8,6,7,9,0,0,3,8,2,0,8,0,3,8,7,5,3,4,0,7,6,4,2,3,6,2,5,0,3,5,6,0,5,4,0,5,6,7,5,6,6,1,4,5,0,4,1,0,0
2022-04-11 15:00:00,0,1,4,10,12,6,4,0,6,6,4,0,3,4,5,7,10,12,11,9,15,13,14,11,9,8,6,11,10,10,6,5,6,8,11,12,8,10,11,10,5,10,11,9,8,9,10,7,7,7,8,7,8,7,8,7,8,8,6,5,6,6,6,10,3,7,6,0,0,0,5,5,6,4,3,1,0,0,0,0
2022-04-11 16:00:00,0,2,6,11,10,8,8,9,7,6,7,0,8,11,13,14,11,14,15,10,14,14,16,12,8,0,8,9,5,5,5,5,6,5,5,6,7,6,5,1,0,13,13,13,12,13,15,14,19,18,20,21,21,21,20,20,19,17,15,14,17,15,13,13,10,10,10,9,0,6,5,4,4,3,6,3,0,2,0,0
2022-04-11 17:00:00,1,0,14,35,35,23,15,13,11,10,8,9,12,12,13,7,12,12,13,11,12,11,12,13,11,10,12,13,13,10,7,5,8,10,8,9,6,8,5,1,3,8,10,10,10,11,13,13,11,15,13,12,12,10,9,5,4,8,14,7,10,10,9,15,14,14,11,10,5,7,1,6,0,4,7,0,6,2,0,0
2022-04-11 18:00:00,0,0,32,58,58,28,16,15,11,9,10,0,11,9,10,8,9,13,17,16,23,20,18,16,15,12,9,10,11,12,7,7,13,11,11,12,12,13,18,5,2,14,17,20,20,23,26,27,27,25,23,26,20,22,23,15,22,23,23,16,23,21,22,24,22,22,15,12,11,10,8,9,8,10,16,11,6,4,3,0
2022-04-11 19:00:00,0,1,8,19,16,13,13,11,10,15,5,0,16,19,18,19,17,18,20,20,18,16,13,12,12,13,14,15,10,10,8,5,7,4,3,1,0,6,7,2,0,6,0,5,5,5,5,6,8,7,6,7,5,6,7,10,4,5,5,3,7,17,15,17,16,14,17,18,17,12,13,14,13,10,12,11,7,0,6,0
