Unnamed: 0,1_가산동기점(가상),2_가산디지털단지역,3_마리오아울렛,4_금천패션아울렛사거리.W몰,5_디지털단지오거리,6_가산동주민센터.금천글로벌센터,7_구립가산도서관.두산위브아파트,8_독산사거리,9_남문시장입구.청춘삘딩,10_독산동쌈지공원,11_독산동남문시장,12_독산3동주민센터,13_독산3치안센터.꿈꾸는나무,14_독산고등학교,15_난곡우체국사거리,16_신일교회앞,17_세이브마트앞,18_남강중고등학교입구,19_우림시장.난곡보건분소,20_난우중학교입구,21_신림복지관앞,22_난곡공영차고지,23_난곡종점,24_신림복지관앞,25_난우중학교입구,26_우림시장.난곡보건분소,27_남강중고등학교입구,28_세이브마트앞,29_신일교회앞,30_난곡우체국사거리,31_신림청소년독서실.신림체육센터,32_관악구보훈회관.신림푸르지오,33_천주교성령봉사회관.등불교회,34_KT구로지사,35_구로디지털단지역,36_동작상떼빌아파트,37_신대방경남아파트,38_태양의집.KT대방지사,39_신길주유소,40_신풍역.백악관웨딩문화원앞,41_신길힐스테이트클래시안아파트,42_우신초등학교,43_신길동홍어거리,44_대신시장,45_신길역,46_영등포로터리,47_영등포시장입구,48_김안과병원,49_당산동진로아파트,50_양남동로타리,51_양평1동주민센터,52_관악고등학교,53_오목교역.동신한방병원,54_목동대학학원,55_목동7단지.종로학원,56_목동역.홍익병원,57_홍익병원목동관,58_목동사거리,59_영도중.강서고입구.기아양서대리점,60_목동시장.대일고교.배광교회,61_목동성원아파트,62_목3동주민센터.현대아이파크.실로암안과,63_목3동시장.강서도서관,64_등촌역.강서보건소,65_염창역.서울도시가스,66_안양천입구,67_양평동한솔아파트,68_양평한신아파트.선유도공원입구,69_당산역삼성래미안아파트,70_삼환아파트,71_신화병원,72_영등포시장,73_경방타임스퀘어.신세계백화점,74_영등포역,75_영등포공원.영등포문화원,76_대성병원,77_우신초등학교,78_사러가쇼핑센타,79_신길한화꿈에그린아파트,80_신풍역.백악관웨딩문화원앞,81_태양의집,82_강남성심병원.대림성모병원,83_서울영림초등학교,84_구로디지털단지역,85_모두의학교.금천문화예술정보학교,86_관악구보훈회관.신림푸르지오,87_신림청소년독서실.신림체육센터,88_난곡우체국사거리,89_신일교회앞,90_세이브마트앞,91_남강중고등학교입구,92_우림시장.난곡보건분소,93_난우중학교입구,94_신림복지관앞,95_난곡공영차고지,96_신림복지관앞,97_난우중학교입구,98_우림시장.난곡보건분소,99_남강중고등학교입구,100_세이브마트앞,101_신일교회앞,102_난곡우체국사거리,103_신림청소년독서실.신림체육센터,104_관악구보훈회관.신림푸르지오,105_천주교성령봉사회관.등불교회,106_KT구로지사,107_구로디지털단지역(중),108_구로디지털단지역,109_한국산업단지공단.이마트구로점,110_디지털산업1단지,111_지하이시티.보건지소.치매센터,112_디지털단지오거리,113_금천패션아울렛사거리.마리오,114_가산디지털단지역,115_가산동종점(가상)
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0,2,0,2,3,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,1,0,0,1,0,0,0,0,1,2,1,1,0,1,0,1,2,0,0,0,1,2,3,3,7,9,10,8,10,8,9,9,10,8,8,8,7,9,11,12,13,16,19,12,9,8,7,0,6,0,5,0,0,0,4,5,0,8,6,0,6,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,0,1,0,0,0,0,0,2,0,1,2,0,0,3,1,2,0,0,2,1,0,0,3,2,5,7,8,10,6,11,10,7,7,8,5,6,5,7,7,7,4,8,9,9,6,6,3,2,1,4,3,0,2,1,0,3,2,0,5,0,2,3,4,4,5,0,4,5,6,4,3,0,2,6,1,4,5,6,5,1,4,5,5,5,4,0,3,4,3,1,0,2,0,0,1,0,2,3,0,4,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 07:00:00,0,2,0,2,3,0,4,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,5,8,11,16,17,21,21,21,20,7,7,5,6,6,3,5,4,5,7,5,12,13,7,3,3,2,2,2,1,2,2,2,3,4,5,6,9,10,13,14,16,14,8,7,6,0,5,8,6,6,4,2,5,3,6,11,10,9,6,4,1,5,2,0,1,1,0,0,0,0,0,1,3,4,5,9,12,15,16,17,16,8,6,5,1,2,0,2,1,0,1,0,0
2022-04-09 08:00:00,0,6,5,4,4,5,4,6,4,4,5,4,3,6,4,4,1,2,0,0,0,0,3,5,7,14,14,15,15,18,19,15,14,13,11,11,7,9,8,9,10,9,10,15,8,7,7,5,6,4,5,5,5,5,0,6,7,6,8,8,9,11,12,13,8,8,9,10,8,9,9,10,9,6,6,7,10,13,14,9,7,6,5,5,4,4,3,3,1,1,0,0,0,0,4,2,6,7,6,15,17,16,14,5,7,6,3,1,4,2,1,1,2,0,0
2022-04-09 09:00:00,0,10,9,2,0,8,3,0,0,3,1,6,7,5,0,4,2,1,0,0,0,0,7,9,10,14,13,15,17,13,14,13,14,13,7,6,7,7,7,8,8,8,9,12,14,12,11,10,9,6,5,4,4,5,6,7,7,11,14,19,25,27,22,20,14,13,14,9,19,22,20,18,9,7,9,11,12,10,5,10,11,14,13,11,8,7,6,7,6,5,2,3,1,1,3,0,4,6,9,10,12,14,13,10,13,14,7,12,10,9,0,10,0,0,0
2022-04-09 10:00:00,0,3,0,1,3,0,2,3,3,4,5,4,3,5,5,4,4,4,2,0,1,0,6,5,8,15,20,22,24,25,25,18,15,17,11,10,8,9,7,11,11,11,12,14,13,10,8,7,5,7,6,7,5,7,8,7,10,9,9,10,12,12,12,11,13,14,14,0,16,15,17,16,12,10,9,10,11,14,14,7,8,9,7,10,12,9,12,11,9,4,2,4,0,3,6,7,7,8,8,10,11,11,8,11,11,12,7,6,5,6,0,4,4,0,0
2022-04-09 11:00:00,0,4,3,3,1,5,2,6,0,2,4,1,4,0,7,5,3,0,2,1,0,0,4,7,8,10,12,13,7,15,15,11,13,7,8,10,13,13,13,13,21,20,24,26,22,18,15,14,9,9,0,11,10,8,7,7,4,7,11,12,14,18,17,17,16,14,15,0,13,15,13,15,13,13,11,14,12,19,20,20,18,19,18,18,8,7,7,6,6,5,1,4,0,3,8,11,13,12,13,16,18,17,17,17,9,16,7,7,9,8,8,8,3,0,0
2022-04-09 12:00:00,0,3,5,5,0,4,4,7,7,4,8,7,1,6,4,3,3,5,6,4,3,1,1,0,2,4,4,10,5,6,13,10,7,5,10,9,10,12,10,10,13,12,11,13,11,9,7,11,10,15,13,11,9,9,10,10,9,8,12,14,15,17,18,20,17,16,17,17,13,13,9,12,11,12,11,10,9,7,9,8,7,9,10,11,11,13,12,8,10,4,9,7,5,2,4,7,6,16,22,28,28,31,28,22,22,20,15,17,15,11,10,9,9,1,0
2022-04-09 13:00:00,0,4,1,10,11,15,7,14,10,7,8,6,4,6,6,3,7,6,4,1,0,2,3,5,9,5,12,20,21,22,23,21,19,22,19,20,19,15,15,17,20,20,19,19,14,16,14,15,14,14,15,13,7,11,12,15,14,15,17,19,22,17,18,17,16,18,19,16,18,20,22,17,24,28,29,30,28,24,17,16,12,14,15,17,22,21,15,14,12,11,5,7,6,4,3,0,0,4,8,10,4,14,11,10,11,11,12,10,5,3,3,1,2,0,0
2022-04-09 14:00:00,0,4,5,14,16,6,17,17,13,14,14,16,8,9,8,7,6,7,4,1,3,2,4,7,8,14,13,13,19,18,15,17,16,17,11,12,13,13,18,13,21,24,23,18,14,12,11,8,10,11,10,11,11,11,15,13,14,9,11,10,10,12,11,11,12,11,13,14,17,17,17,16,11,13,13,14,15,17,16,12,14,13,7,22,21,20,18,15,16,13,11,6,5,4,6,9,11,16,4,16,24,23,23,14,12,12,8,18,17,20,17,11,3,0,0
2022-04-09 15:00:00,1,10,0,18,9,13,12,20,19,21,17,15,14,13,12,10,9,4,6,0,1,5,4,6,4,6,10,12,13,14,12,12,15,13,10,11,12,15,17,20,26,26,25,26,23,19,15,17,17,0,5,16,18,13,12,17,17,13,12,10,14,13,13,10,10,12,10,8,12,14,17,17,20,24,25,19,24,25,24,28,17,22,20,23,22,21,21,16,13,10,13,12,7,3,4,0,7,9,10,13,14,16,17,12,5,9,4,10,9,10,11,9,7,0,0
2022-04-09 16:00:00,0,8,4,13,18,0,18,19,18,15,11,13,7,13,13,8,9,4,3,0,2,0,7,9,7,8,9,11,15,14,16,17,13,15,12,11,10,12,14,25,24,25,19,17,13,12,9,8,9,7,15,11,12,12,19,20,13,16,14,12,13,16,15,12,10,10,7,11,16,20,21,22,29,25,27,26,24,21,24,17,14,14,13,18,20,20,19,20,17,17,15,12,13,12,10,3,4,12,0,13,13,15,14,15,14,13,12,11,6,5,4,3,2,2,0
2022-04-09 17:00:00,0,10,10,23,15,26,10,30,25,23,22,25,24,25,17,12,11,13,8,6,1,0,5,4,5,7,10,13,14,18,16,18,19,22,8,9,8,9,7,11,12,9,10,11,13,11,10,10,0,9,11,12,11,16,16,29,25,16,15,12,15,14,14,11,13,5,9,13,13,13,14,16,28,33,32,27,28,24,21,21,20,22,22,23,29,30,27,26,24,17,14,10,3,0,2,3,4,5,5,6,8,5,3,11,12,16,5,4,8,9,13,11,6,0,0
2022-04-09 18:00:00,0,10,8,24,19,20,7,17,15,14,14,12,10,11,9,7,6,4,2,0,0,0,5,6,6,6,10,14,16,17,15,10,11,12,9,8,6,9,8,9,13,14,4,15,14,10,9,15,16,15,10,14,16,22,23,25,24,23,18,23,23,21,14,15,11,12,10,12,13,15,16,19,21,27,26,28,30,26,26,29,28,26,25,23,18,17,17,16,14,11,10,6,4,7,1,2,0,4,3,6,5,7,8,6,10,11,3,9,2,10,9,8,7,0,0
2022-04-09 19:00:00,0,7,6,14,16,17,18,14,19,15,11,17,10,16,15,12,11,10,5,4,1,0,2,0,0,3,1,3,0,6,5,4,5,4,9,3,7,7,10,11,8,8,8,11,7,6,3,6,6,5,4,4,7,10,14,19,17,12,11,11,12,13,11,7,6,8,1,10,13,12,10,17,20,25,23,24,25,29,27,17,15,13,11,15,19,20,23,21,16,15,16,14,11,8,3,1,0,4,5,3,3,4,2,4,4,4,4,6,5,5,2,3,2,0,0
2022-04-09 20:00:00,0,4,4,8,8,6,7,9,11,10,11,6,0,7,9,8,5,2,1,0,0,1,2,0,4,3,2,6,8,7,6,6,5,5,4,1,2,6,0,7,9,0,1,8,6,4,3,5,0,4,0,6,7,7,10,14,9,18,12,13,13,11,10,11,7,4,6,7,13,15,17,17,26,29,28,27,21,23,21,19,12,10,12,21,22,20,23,18,7,7,15,13,7,1,0,0,1,3,0,4,7,8,8,5,2,3,4,5,8,6,1,3,2,0,0
2022-04-09 21:00:00,0,5,2,8,10,7,0,0,9,8,7,8,7,6,5,3,4,2,1,1,0,1,1,1,0,0,2,3,3,2,3,4,3,3,5,0,5,4,3,4,6,8,7,6,2,6,3,7,6,0,5,0,6,13,9,19,14,11,10,8,6,5,5,6,4,3,5,6,7,7,9,7,13,18,17,14,18,16,14,12,10,7,9,15,16,15,13,12,10,9,6,4,1,0,1,0,0,6,1,4,7,5,6,7,4,5,1,4,4,3,3,4,6,0,0
2022-04-09 22:00:00,0,3,0,0,3,3,0,0,2,4,5,0,1,4,3,0,2,3,1,0,2,1,5,0,0,6,7,8,0,0,10,10,0,11,14,8,12,10,0,8,6,0,6,5,7,7,8,8,0,0,2,5,10,14,16,22,20,18,17,16,10,10,8,4,6,8,5,4,10,10,14,11,15,22,6,23,21,22,20,14,13,13,13,16,14,15,17,14,13,10,7,6,2,2,1,2,0,3,4,2,4,4,0,3,0,1,2,9,8,5,7,3,2,0,0
2022-04-09 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,5,3,2,0,0,1,0,4,6,0,3,0,6,5,9,8,10,9,11,10,7,5,5,6,5,4,4,2,5,5,7,5,7,0,13,12,11,11,12,9,7,0,7,5,7,8,7,6,6,5,7,4,5,4,3,0,0,1,3,1,5,6,1,0,3,1,2,1,2,3,3,2,1,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,4,0,3,2,0,0,5,4,2,0,1,3,0,2,3,0,4,4,0,0,9,0,8,7,3,2,0,0,1,0,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 06:00:00,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,3,1,2,0,2,3,6,4,4,3,3,4,5,0,3,3,3,2,4,4,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,0,3,5,0,2,0,3,2,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 07:00:00,0,1,0,2,0,0,0,2,1,1,3,0,1,2,1,0,0,1,0,0,0,0,4,3,1,6,7,8,6,7,5,4,4,0,2,0,2,4,3,3,0,4,4,5,1,4,2,1,1,0,0,0,2,0,0,2,1,0,3,2,6,0,4,4,3,1,5,6,4,5,4,2,2,1,1,2,2,5,4,4,4,2,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,3,3,4,3,3,0,4,0,2,2,3,0,4,3,2,0,0,0
2022-04-10 08:00:00,0,4,1,0,0,3,2,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,3,7,6,12,14,18,19,21,20,17,10,17,15,13,7,6,8,8,10,9,8,11,6,6,5,0,0,0,0,7,4,6,8,10,9,7,8,9,12,5,13,12,10,7,0,4,6,8,2,4,3,4,0,5,0,8,7,8,4,4,1,5,2,1,0,0,0,0,2,4,0,0,5,0,0,4,4,4,8,9,8,5,4,4,2,4,5,2,4,2,0,0,0
2022-04-10 09:00:00,0,6,4,3,4,0,2,4,3,2,5,5,6,4,2,2,1,3,1,0,0,0,2,3,4,6,8,12,15,15,14,12,12,16,9,10,7,8,9,8,12,13,12,20,11,7,6,5,4,0,6,7,4,2,2,5,4,4,8,6,8,9,9,9,11,13,7,0,13,15,15,13,9,9,11,10,14,16,12,12,11,10,9,8,6,4,5,5,3,4,0,3,0,3,3,2,4,7,9,14,16,17,14,11,6,5,4,9,3,0,10,8,6,0,0
2022-04-10 10:00:00,0,5,0,3,0,0,4,2,2,1,0,2,3,5,3,3,4,3,0,2,1,2,4,6,10,23,25,23,26,28,17,13,13,13,7,11,8,4,10,0,13,14,19,18,13,9,4,1,6,0,5,4,7,6,5,9,6,10,11,9,13,20,18,17,15,12,13,12,15,16,14,15,10,10,8,0,7,8,8,8,9,8,3,9,10,12,4,13,8,8,7,6,4,1,7,10,10,17,23,28,31,33,27,14,13,14,14,15,12,0,0,8,8,1,0
2022-04-10 11:00:00,0,2,0,4,0,5,9,5,8,7,7,6,7,7,7,6,10,7,4,2,2,1,6,5,6,13,22,28,31,31,26,22,23,21,14,14,15,16,19,21,25,24,27,26,22,16,9,7,6,7,6,4,2,4,3,4,0,6,9,11,17,20,21,18,14,0,12,5,10,11,12,11,8,7,15,14,13,12,12,6,6,8,7,8,10,11,11,13,8,6,5,3,2,0,4,0,5,12,15,17,11,15,9,14,13,14,9,3,11,2,0,2,2,0,0
2022-04-10 12:00:00,0,4,3,5,4,1,6,6,7,11,8,7,0,10,7,4,3,3,2,0,1,0,9,8,9,11,12,19,20,22,24,19,16,18,17,12,13,18,20,26,23,28,25,25,21,20,17,18,17,5,16,13,9,10,9,11,5,8,10,9,13,17,18,17,18,11,20,18,19,21,20,17,13,10,12,12,9,10,9,12,11,8,8,6,9,9,9,10,9,5,7,6,5,2,2,0,3,4,7,6,7,6,13,11,5,9,4,7,5,6,5,3,2,0,0
2022-04-10 13:00:00,0,7,0,13,8,10,9,12,9,7,6,6,3,5,4,3,1,0,0,0,0,0,6,8,5,9,14,18,19,21,14,17,17,18,15,16,15,15,14,16,19,12,16,21,12,12,17,12,6,9,5,6,7,10,11,12,9,8,8,10,13,19,16,18,17,8,18,21,23,23,23,21,11,19,10,17,13,14,9,10,11,13,10,10,12,17,16,14,11,7,5,5,3,1,6,7,10,12,17,22,24,22,20,19,19,18,13,10,10,8,3,8,6,0,0
2022-04-10 14:00:00,0,8,11,16,16,17,18,19,16,12,13,0,8,2,6,6,5,4,3,1,0,0,5,8,7,8,11,14,16,12,18,13,9,12,10,7,9,12,15,19,25,24,25,24,20,18,13,13,12,0,0,13,16,15,5,9,8,5,5,4,6,9,13,10,12,11,6,14,15,20,21,24,14,17,18,20,21,24,22,17,17,17,16,16,19,18,17,15,12,7,6,4,2,3,1,2,3,7,8,8,10,12,9,10,9,0,5,11,12,12,5,10,5,0,0
2022-04-10 15:00:00,0,2,8,17,19,19,17,17,13,11,13,11,10,8,7,5,4,3,0,2,1,0,0,0,0,2,3,2,9,4,8,8,5,9,4,6,11,17,18,19,20,21,20,15,9,7,9,7,8,15,13,16,9,13,13,17,15,11,10,11,15,9,14,17,15,13,15,24,27,31,32,31,23,29,0,19,25,23,20,18,20,13,12,14,16,11,11,14,11,9,8,6,2,3,4,0,7,9,9,12,13,0,11,10,7,11,8,8,10,5,0,6,5,0,0
2022-04-10 16:00:00,0,8,7,24,23,0,24,22,15,15,13,15,13,7,12,7,4,3,2,0,0,5,2,1,3,4,5,2,7,5,8,9,6,8,10,9,11,14,15,17,18,17,14,16,12,8,6,8,10,11,0,16,12,16,17,22,19,15,13,12,13,14,11,9,6,4,6,8,12,6,12,12,13,22,23,22,13,18,19,15,14,17,18,19,17,16,17,16,13,9,11,6,2,1,2,2,1,5,3,7,8,4,7,7,5,5,4,9,12,4,4,10,3,0,0
2022-04-10 17:00:00,0,3,4,18,7,19,9,15,19,18,18,19,18,14,9,8,6,6,5,0,4,3,0,0,1,10,11,14,17,3,13,8,12,7,10,9,6,8,0,9,10,11,7,11,10,8,9,7,5,6,7,8,6,9,12,10,13,15,13,14,11,11,12,12,11,14,10,18,16,13,12,10,14,16,14,20,20,22,23,23,18,16,15,15,14,12,10,9,8,7,5,7,5,3,2,4,5,6,3,8,9,11,10,9,7,8,6,7,7,7,5,4,3,0,0
2022-04-10 18:00:00,0,7,10,18,20,6,18,17,17,12,11,7,6,11,10,9,9,8,5,4,1,3,1,2,3,1,0,2,5,0,4,6,4,5,5,7,8,10,11,6,6,13,14,15,12,10,11,13,11,12,10,0,14,21,21,19,17,17,16,15,10,10,9,9,6,5,6,7,23,18,17,14,19,26,27,26,24,17,13,13,12,15,13,12,15,16,15,14,11,7,6,5,4,3,2,1,0,3,2,5,6,7,8,6,5,6,1,3,3,4,3,4,3,0,0
2022-04-10 19:00:00,0,6,5,12,13,12,13,15,12,12,13,14,14,11,13,8,6,7,6,4,2,1,1,3,3,3,5,6,0,0,1,6,7,8,7,2,5,6,2,8,6,3,2,9,5,0,6,8,7,8,8,7,13,14,13,11,9,8,7,9,8,9,8,10,14,0,13,13,14,16,19,21,19,24,22,24,25,22,20,20,19,20,18,18,14,13,12,10,8,5,8,4,1,3,1,1,0,3,4,5,5,4,0,3,0,0,0,3,2,4,3,0,1,0,0
2022-04-10 20:00:00,0,6,8,11,0,9,13,15,14,9,8,7,4,6,4,3,1,2,3,2,1,0,5,2,0,4,6,10,9,9,10,0,6,5,6,0,4,8,8,11,10,12,11,10,7,6,4,6,7,0,0,6,5,19,9,20,16,12,9,6,8,8,10,11,8,2,0,9,12,13,4,6,14,18,16,10,14,13,8,12,10,8,10,12,9,11,10,7,5,7,5,2,0,0,1,0,0,1,2,3,0,2,3,3,1,3,5,3,0,4,5,2,2,0,0
2022-04-10 21:00:00,0,3,4,10,10,11,12,11,12,9,6,8,7,10,8,7,6,3,2,1,0,0,1,0,0,1,2,4,0,3,9,10,9,8,6,3,0,8,7,7,5,3,6,6,7,8,7,0,5,6,1,4,3,5,7,11,0,9,10,2,8,8,9,7,6,8,0,7,6,7,10,12,17,24,21,7,20,18,16,14,16,10,8,9,11,13,10,9,7,0,5,4,1,0,1,2,0,2,2,3,5,3,5,6,4,1,2,5,3,4,3,2,12,0,0
2022-04-10 22:00:00,0,5,0,0,1,0,4,0,0,4,0,2,0,7,6,5,0,0,2,0,1,1,2,0,0,2,1,0,0,0,0,3,2,3,5,0,6,0,5,8,2,9,0,8,7,6,3,4,0,3,5,5,5,9,11,18,6,20,17,18,15,11,10,8,4,7,5,9,7,6,9,12,13,20,17,0,16,12,12,14,13,14,15,19,14,15,14,12,12,9,5,4,2,1,1,0,0,0,1,2,0,3,0,2,6,0,3,9,8,0,3,1,0,0,0
2022-04-10 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,1,0,0,0,1,0,0,0,2,1,0,0,1,0,4,6,7,0,6,4,4,3,4,5,7,8,7,2,0,7,9,0,11,10,13,10,16,7,16,15,14,13,10,9,6,7,6,7,2,3,5,4,0,0,0,0,1,0,3,0,3,1,2,0,1,0,0,1,3,3,1,1,0,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
